Year,Month,Day,wsel_ft,Date,Datep
1993,2,24,20.09,02/24/1993 12:00:00 AM,02/24/2000 12:00:00 AM
1993,2,25,20.1626,02/25/1993 12:00:00 AM,02/25/2000 12:00:00 AM
1993,2,26,20.1876,02/26/1993 12:00:00 AM,02/26/2000 12:00:00 AM
1993,2,27,20.2104,02/27/1993 12:00:00 AM,02/27/2000 12:00:00 AM
1993,2,28,20.2552,02/28/1993 12:00:00 AM,02/28/2000 12:00:00 AM
1993,3,1,20.2885,03/01/1993 12:00:00 AM,03/01/2000 12:00:00 AM
1993,3,2,20.31,03/02/1993 12:00:00 AM,03/02/2000 12:00:00 AM
1993,3,3,20.3865,03/03/1993 12:00:00 AM,03/03/2000 12:00:00 AM
1993,3,4,20.373,03/04/1993 12:00:00 AM,03/04/2000 12:00:00 AM
1993,3,5,20.3704,03/05/1993 12:00:00 AM,03/05/2000 12:00:00 AM
1993,3,6,20.383,03/06/1993 12:00:00 AM,03/06/2000 12:00:00 AM
1993,3,7,20.4417,03/07/1993 12:00:00 AM,03/07/2000 12:00:00 AM
1993,3,8,20.4474,03/08/1993 12:00:00 AM,03/08/2000 12:00:00 AM
1993,3,9,20.4843,03/09/1993 12:00:00 AM,03/09/2000 12:00:00 AM
1993,3,10,20.5091,03/10/1993 12:00:00 AM,03/10/2000 12:00:00 AM
1993,3,11,20.5287,03/11/1993 12:00:00 AM,03/11/2000 12:00:00 AM
1993,3,12,20.5722,03/12/1993 12:00:00 AM,03/12/2000 12:00:00 AM
1993,3,13,20.5926,03/13/1993 12:00:00 AM,03/13/2000 12:00:00 AM
1993,3,14,20.6527,03/14/1993 12:00:00 AM,03/14/2000 12:00:00 AM
1993,3,15,20.7,03/15/1993 12:00:00 AM,03/15/2000 12:00:00 AM
1993,3,16,20.6888,03/16/1993 12:00:00 AM,03/16/2000 12:00:00 AM
1993,3,17,20.7135,03/17/1993 12:00:00 AM,03/17/2000 12:00:00 AM
1993,3,18,20.6905,03/18/1993 12:00:00 AM,03/18/2000 12:00:00 AM
1993,3,19,20.7909,03/19/1993 12:00:00 AM,03/19/2000 12:00:00 AM
1993,3,20,20.8857,03/20/1993 12:00:00 AM,03/20/2000 12:00:00 AM
1993,3,21,20.9083,03/21/1993 12:00:00 AM,03/21/2000 12:00:00 AM
1993,3,22,20.9874,03/22/1993 12:00:00 AM,03/22/2000 12:00:00 AM
1993,3,23,20.9691,03/23/1993 12:00:00 AM,03/23/2000 12:00:00 AM
1993,3,24,20.9783,03/24/1993 12:00:00 AM,03/24/2000 12:00:00 AM
1993,3,25,21.0143,03/25/1993 12:00:00 AM,03/25/2000 12:00:00 AM
1993,3,26,21.0457,03/26/1993 12:00:00 AM,03/26/2000 12:00:00 AM
1993,3,27,21.0432,03/27/1993 12:00:00 AM,03/27/2000 12:00:00 AM
1993,3,28,21.0774,03/28/1993 12:00:00 AM,03/28/2000 12:00:00 AM
1993,3,29,21.1604,03/29/1993 12:00:00 AM,03/29/2000 12:00:00 AM
1993,3,30,21.1804,03/30/1993 12:00:00 AM,03/30/2000 12:00:00 AM
1993,3,31,21.117,03/31/1993 12:00:00 AM,03/31/2000 12:00:00 AM
1993,4,1,21.1839,04/01/1993 12:00:00 AM,04/01/2000 12:00:00 AM
1993,4,2,21.2173,04/02/1993 12:00:00 AM,04/02/2000 12:00:00 AM
1993,4,3,21.2409,04/03/1993 12:00:00 AM,04/03/2000 12:00:00 AM
1993,4,4,21.2383,04/04/1993 12:00:00 AM,04/04/2000 12:00:00 AM
1993,4,5,21.2959,04/05/1993 12:00:00 AM,04/05/2000 12:00:00 AM
1993,4,6,21.3343,04/06/1993 12:00:00 AM,04/06/2000 12:00:00 AM
1993,4,7,21.3309,04/07/1993 12:00:00 AM,04/07/2000 12:00:00 AM
1993,4,8,21.3517,04/08/1993 12:00:00 AM,04/08/2000 12:00:00 AM
1993,4,9,21.3361,04/09/1993 12:00:00 AM,04/09/2000 12:00:00 AM
1993,4,10,21.323,04/10/1993 12:00:00 AM,04/10/2000 12:00:00 AM
1993,4,11,21.3774,04/11/1993 12:00:00 AM,04/11/2000 12:00:00 AM
1993,4,12,21.4068,04/12/1993 12:00:00 AM,04/12/2000 12:00:00 AM
1993,4,13,21.418,04/13/1993 12:00:00 AM,04/13/2000 12:00:00 AM
1993,4,15,21.4433,04/15/1993 12:00:00 AM,04/15/2000 12:00:00 AM
1993,4,16,21.4547,04/16/1993 12:00:00 AM,04/16/2000 12:00:00 AM
1993,4,17,21.4657,04/17/1993 12:00:00 AM,04/17/2000 12:00:00 AM
1993,4,18,21.5357,04/18/1993 12:00:00 AM,04/18/2000 12:00:00 AM
1993,4,19,21.5619,04/19/1993 12:00:00 AM,04/19/2000 12:00:00 AM
1993,4,20,21.5487,04/20/1993 12:00:00 AM,04/20/2000 12:00:00 AM
1993,4,21,21.6295,04/21/1993 12:00:00 AM,04/21/2000 12:00:00 AM
1993,4,22,21.65,04/22/1993 12:00:00 AM,04/22/2000 12:00:00 AM
1993,4,23,21.6465,04/23/1993 12:00:00 AM,04/23/2000 12:00:00 AM
1993,4,24,21.6483,04/24/1993 12:00:00 AM,04/24/2000 12:00:00 AM
1993,4,25,21.7486,04/25/1993 12:00:00 AM,04/25/2000 12:00:00 AM
1993,4,26,21.7091,04/26/1993 12:00:00 AM,04/26/2000 12:00:00 AM
1993,4,27,21.7145,04/27/1993 12:00:00 AM,04/27/2000 12:00:00 AM
1993,4,28,21.827,04/28/1993 12:00:00 AM,04/28/2000 12:00:00 AM
1993,4,29,21.8885,04/29/1993 12:00:00 AM,04/29/2000 12:00:00 AM
1993,4,30,21.8854,04/30/1993 12:00:00 AM,04/30/2000 12:00:00 AM
1993,5,1,21.8752,05/01/1993 12:00:00 AM,05/01/2000 12:00:00 AM
1993,5,2,21.9026,05/02/1993 12:00:00 AM,05/02/2000 12:00:00 AM
1993,5,3,21.9474,05/03/1993 12:00:00 AM,05/03/2000 12:00:00 AM
1993,5,4,21.9191,05/04/1993 12:00:00 AM,05/04/2000 12:00:00 AM
1993,5,5,21.8552,05/05/1993 12:00:00 AM,05/05/2000 12:00:00 AM
1993,5,6,21.9343,05/06/1993 12:00:00 AM,05/06/2000 12:00:00 AM
1993,5,7,21.9022,05/07/1993 12:00:00 AM,05/07/2000 12:00:00 AM
1993,5,8,21.8574,05/08/1993 12:00:00 AM,05/08/2000 12:00:00 AM
1993,5,9,21.8839,05/09/1993 12:00:00 AM,05/09/2000 12:00:00 AM
1993,5,10,21.9311,05/10/1993 12:00:00 AM,05/10/2000 12:00:00 AM
1993,5,11,21.9117,05/11/1993 12:00:00 AM,05/11/2000 12:00:00 AM
1993,5,12,21.8413,05/12/1993 12:00:00 AM,05/12/2000 12:00:00 AM
1993,5,13,21.8722,05/13/1993 12:00:00 AM,05/13/2000 12:00:00 AM
1993,5,14,21.9786,05/14/1993 12:00:00 AM,05/14/2000 12:00:00 AM
1993,5,15,21.9617,05/15/1993 12:00:00 AM,05/15/2000 12:00:00 AM
1993,5,16,21.8596,05/16/1993 12:00:00 AM,05/16/2000 12:00:00 AM
1993,5,17,21.873,05/17/1993 12:00:00 AM,05/17/2000 12:00:00 AM
1993,5,18,21.9191,05/18/1993 12:00:00 AM,05/18/2000 12:00:00 AM
1993,5,19,21.9165,05/19/1993 12:00:00 AM,05/19/2000 12:00:00 AM
1993,5,20,21.8977,05/20/1993 12:00:00 AM,05/20/2000 12:00:00 AM
1993,5,21,21.9571,05/21/1993 12:00:00 AM,05/21/2000 12:00:00 AM
1993,5,22,21.9713,05/22/1993 12:00:00 AM,05/22/2000 12:00:00 AM
1993,5,23,21.9291,05/23/1993 12:00:00 AM,05/23/2000 12:00:00 AM
1993,5,24,21.8578,05/24/1993 12:00:00 AM,05/24/2000 12:00:00 AM
1993,5,25,21.8683,05/25/1993 12:00:00 AM,05/25/2000 12:00:00 AM
1993,5,26,21.8552,05/26/1993 12:00:00 AM,05/26/2000 12:00:00 AM
1993,5,27,21.9059,05/27/1993 12:00:00 AM,05/27/2000 12:00:00 AM
1993,5,28,21.937,05/28/1993 12:00:00 AM,05/28/2000 12:00:00 AM
1993,5,29,21.9629,05/29/1993 12:00:00 AM,05/29/2000 12:00:00 AM
1993,5,30,22.0352,05/30/1993 12:00:00 AM,05/30/2000 12:00:00 AM
1993,5,31,22.06,05/31/1993 12:00:00 AM,05/31/2000 12:00:00 AM
1993,6,1,21.9561,06/01/1993 12:00:00 AM,06/01/2000 12:00:00 AM
1993,6,2,22.0013,06/02/1993 12:00:00 AM,06/02/2000 12:00:00 AM
1993,6,3,22.0522,06/03/1993 12:00:00 AM,06/03/2000 12:00:00 AM
1993,6,4,22.0978,06/04/1993 12:00:00 AM,06/04/2000 12:00:00 AM
1993,6,5,22.0965,06/05/1993 12:00:00 AM,06/05/2000 12:00:00 AM
1993,6,6,22.0261,06/06/1993 12:00:00 AM,06/06/2000 12:00:00 AM
1993,6,7,22.0083,06/07/1993 12:00:00 AM,06/07/2000 12:00:00 AM
1993,6,8,21.9209,06/08/1993 12:00:00 AM,06/08/2000 12:00:00 AM
1993,6,9,21.8874,06/09/1993 12:00:00 AM,06/09/2000 12:00:00 AM
1993,6,10,21.9322,06/10/1993 12:00:00 AM,06/10/2000 12:00:00 AM
1993,6,11,21.9352,06/11/1993 12:00:00 AM,06/11/2000 12:00:00 AM
1993,6,12,21.8883,06/12/1993 12:00:00 AM,06/12/2000 12:00:00 AM
1993,6,13,21.8217,06/13/1993 12:00:00 AM,06/13/2000 12:00:00 AM
1993,6,14,21.8952,06/14/1993 12:00:00 AM,06/14/2000 12:00:00 AM
1993,6,15,21.9017,06/15/1993 12:00:00 AM,06/15/2000 12:00:00 AM
1993,6,16,21.8887,06/16/1993 12:00:00 AM,06/16/2000 12:00:00 AM
1993,6,17,21.9245,06/17/1993 12:00:00 AM,06/17/2000 12:00:00 AM
1993,6,18,21.9474,06/18/1993 12:00:00 AM,06/18/2000 12:00:00 AM
1993,6,19,21.9635,06/19/1993 12:00:00 AM,06/19/2000 12:00:00 AM
1993,6,20,21.9855,06/20/1993 12:00:00 AM,06/20/2000 12:00:00 AM
1993,6,22,21.995,06/22/1993 12:00:00 AM,06/22/2000 12:00:00 AM
1993,6,23,21.9848,06/23/1993 12:00:00 AM,06/23/2000 12:00:00 AM
1993,6,24,21.9413,06/24/1993 12:00:00 AM,06/24/2000 12:00:00 AM
1993,6,25,21.9474,06/25/1993 12:00:00 AM,06/25/2000 12:00:00 AM
1993,6,26,22.0139,06/26/1993 12:00:00 AM,06/26/2000 12:00:00 AM
1993,6,27,22.0248,06/27/1993 12:00:00 AM,06/27/2000 12:00:00 AM
1993,6,28,22.0374,06/28/1993 12:00:00 AM,06/28/2000 12:00:00 AM
1993,6,29,22.0274,06/29/1993 12:00:00 AM,06/29/2000 12:00:00 AM
1993,6,30,21.9574,06/30/1993 12:00:00 AM,06/30/2000 12:00:00 AM
1993,7,1,21.9436,07/01/1993 12:00:00 AM,07/01/2000 12:00:00 AM
1993,7,2,21.9841,07/02/1993 12:00:00 AM,07/02/2000 12:00:00 AM
1993,7,3,21.9757,07/03/1993 12:00:00 AM,07/03/2000 12:00:00 AM
1993,7,4,21.997,07/04/1993 12:00:00 AM,07/04/2000 12:00:00 AM
1993,7,5,21.9796,07/05/1993 12:00:00 AM,07/05/2000 12:00:00 AM
1993,7,6,21.9374,07/06/1993 12:00:00 AM,07/06/2000 12:00:00 AM
1993,7,7,21.9187,07/07/1993 12:00:00 AM,07/07/2000 12:00:00 AM
1993,7,8,21.8922,07/08/1993 12:00:00 AM,07/08/2000 12:00:00 AM
1993,7,9,21.9196,07/09/1993 12:00:00 AM,07/09/2000 12:00:00 AM
1993,7,10,21.9009,07/10/1993 12:00:00 AM,07/10/2000 12:00:00 AM
1993,7,11,21.8917,07/11/1993 12:00:00 AM,07/11/2000 12:00:00 AM
1993,7,12,21.8926,07/12/1993 12:00:00 AM,07/12/2000 12:00:00 AM
1993,7,13,21.9026,07/13/1993 12:00:00 AM,07/13/2000 12:00:00 AM
1993,7,14,21.9157,07/14/1993 12:00:00 AM,07/14/2000 12:00:00 AM
1993,7,15,21.9743,07/15/1993 12:00:00 AM,07/15/2000 12:00:00 AM
1993,7,16,21.9726,07/16/1993 12:00:00 AM,07/16/2000 12:00:00 AM
1993,7,17,21.9683,07/17/1993 12:00:00 AM,07/17/2000 12:00:00 AM
1993,7,18,21.9817,07/18/1993 12:00:00 AM,07/18/2000 12:00:00 AM
1993,7,19,21.98,07/19/1993 12:00:00 AM,07/19/2000 12:00:00 AM
1993,7,20,22.0435,07/20/1993 12:00:00 AM,07/20/2000 12:00:00 AM
1993,7,21,21.9217,07/21/1993 12:00:00 AM,07/21/2000 12:00:00 AM
1993,7,22,21.8996,07/22/1993 12:00:00 AM,07/22/2000 12:00:00 AM
1993,7,23,21.953,07/23/1993 12:00:00 AM,07/23/2000 12:00:00 AM
1993,7,24,21.9587,07/24/1993 12:00:00 AM,07/24/2000 12:00:00 AM
1993,7,25,21.9329,07/25/1993 12:00:00 AM,07/25/2000 12:00:00 AM
1993,7,26,21.942,07/26/1993 12:00:00 AM,07/26/2000 12:00:00 AM
1993,7,27,21.9391,07/27/1993 12:00:00 AM,07/27/2000 12:00:00 AM
1993,7,28,21.997,07/28/1993 12:00:00 AM,07/28/2000 12:00:00 AM
1993,7,29,21.9096,07/29/1993 12:00:00 AM,07/29/2000 12:00:00 AM
1993,7,30,21.8977,07/30/1993 12:00:00 AM,07/30/2000 12:00:00 AM
1993,8,2,21.9133,08/02/1993 12:00:00 AM,08/02/2000 12:00:00 AM
1993,8,3,21.7825,08/03/1993 12:00:00 AM,08/03/2000 12:00:00 AM
1993,8,4,21.8273,08/04/1993 12:00:00 AM,08/04/2000 12:00:00 AM
1993,8,5,21.791,08/05/1993 12:00:00 AM,08/05/2000 12:00:00 AM
1993,8,6,21.7604,08/06/1993 12:00:00 AM,08/06/2000 12:00:00 AM
1993,8,7,21.7852,08/07/1993 12:00:00 AM,08/07/2000 12:00:00 AM
1993,8,8,21.7543,08/08/1993 12:00:00 AM,08/08/2000 12:00:00 AM
1993,8,9,21.7452,08/09/1993 12:00:00 AM,08/09/2000 12:00:00 AM
1993,8,10,21.6923,08/10/1993 12:00:00 AM,08/10/2000 12:00:00 AM
1993,8,11,21.6957,08/11/1993 12:00:00 AM,08/11/2000 12:00:00 AM
1993,8,12,21.6743,08/12/1993 12:00:00 AM,08/12/2000 12:00:00 AM
1993,8,13,21.6822,08/13/1993 12:00:00 AM,08/13/2000 12:00:00 AM
1993,8,14,21.6752,08/14/1993 12:00:00 AM,08/14/2000 12:00:00 AM
1993,8,15,21.6778,08/15/1993 12:00:00 AM,08/15/2000 12:00:00 AM
1993,8,16,21.6691,08/16/1993 12:00:00 AM,08/16/2000 12:00:00 AM
1993,8,17,21.6835,08/17/1993 12:00:00 AM,08/17/2000 12:00:00 AM
1993,8,18,21.6265,08/18/1993 12:00:00 AM,08/18/2000 12:00:00 AM
1993,8,19,21.6148,08/19/1993 12:00:00 AM,08/19/2000 12:00:00 AM
1993,8,20,21.6335,08/20/1993 12:00:00 AM,08/20/2000 12:00:00 AM
1993,8,21,21.5948,08/21/1993 12:00:00 AM,08/21/2000 12:00:00 AM
1993,8,22,21.6171,08/22/1993 12:00:00 AM,08/22/2000 12:00:00 AM
1993,8,23,21.6035,08/23/1993 12:00:00 AM,08/23/2000 12:00:00 AM
1993,8,24,21.6565,08/24/1993 12:00:00 AM,08/24/2000 12:00:00 AM
1993,8,25,21.61,08/25/1993 12:00:00 AM,08/25/2000 12:00:00 AM
1993,8,26,21.5722,08/26/1993 12:00:00 AM,08/26/2000 12:00:00 AM
1993,8,27,21.5635,08/27/1993 12:00:00 AM,08/27/2000 12:00:00 AM
1993,8,28,21.5613,08/28/1993 12:00:00 AM,08/28/2000 12:00:00 AM
1993,8,29,21.5035,08/29/1993 12:00:00 AM,08/29/2000 12:00:00 AM
1993,8,30,21.5043,08/30/1993 12:00:00 AM,08/30/2000 12:00:00 AM
1993,8,31,21.4748,08/31/1993 12:00:00 AM,08/31/2000 12:00:00 AM
1993,9,1,21.4526,09/01/1993 12:00:00 AM,09/01/2000 12:00:00 AM
1993,9,2,21.4317,09/02/1993 12:00:00 AM,09/02/2000 12:00:00 AM
1993,9,3,21.4217,09/03/1993 12:00:00 AM,09/03/2000 12:00:00 AM
1993,9,4,21.4026,09/04/1993 12:00:00 AM,09/04/2000 12:00:00 AM
1993,9,5,21.393,09/05/1993 12:00:00 AM,09/05/2000 12:00:00 AM
1993,9,6,21.3209,09/06/1993 12:00:00 AM,09/06/2000 12:00:00 AM
1993,9,7,21.327,09/07/1993 12:00:00 AM,09/07/2000 12:00:00 AM
1993,9,8,21.3296,09/08/1993 12:00:00 AM,09/08/2000 12:00:00 AM
1993,9,9,21.2909,09/09/1993 12:00:00 AM,09/09/2000 12:00:00 AM
1993,9,10,21.253,09/10/1993 12:00:00 AM,09/10/2000 12:00:00 AM
1993,9,11,21.2378,09/11/1993 12:00:00 AM,09/11/2000 12:00:00 AM
1993,9,12,21.1983,09/12/1993 12:00:00 AM,09/12/2000 12:00:00 AM
1993,9,13,21.2143,09/13/1993 12:00:00 AM,09/13/2000 12:00:00 AM
1993,9,14,21.1565,09/14/1993 12:00:00 AM,09/14/2000 12:00:00 AM
1993,9,15,21.1457,09/15/1993 12:00:00 AM,09/15/2000 12:00:00 AM
1993,9,16,21.157,09/16/1993 12:00:00 AM,09/16/2000 12:00:00 AM
1993,9,17,21.1413,09/17/1993 12:00:00 AM,09/17/2000 12:00:00 AM
1993,9,18,21.1278,09/18/1993 12:00:00 AM,09/18/2000 12:00:00 AM
1993,9,19,21.1273,09/19/1993 12:00:00 AM,09/19/2000 12:00:00 AM
1993,9,20,21.1274,09/20/1993 12:00:00 AM,09/20/2000 12:00:00 AM
1993,9,21,21.1209,09/21/1993 12:00:00 AM,09/21/2000 12:00:00 AM
1993,9,22,21.0968,09/22/1993 12:00:00 AM,09/22/2000 12:00:00 AM
1993,9,23,21.0855,09/23/1993 12:00:00 AM,09/23/2000 12:00:00 AM
1993,9,24,21.087,09/24/1993 12:00:00 AM,09/24/2000 12:00:00 AM
1993,9,25,21.0565,09/25/1993 12:00:00 AM,09/25/2000 12:00:00 AM
1993,9,26,21.0417,09/26/1993 12:00:00 AM,09/26/2000 12:00:00 AM
1993,9,27,21.0391,09/27/1993 12:00:00 AM,09/27/2000 12:00:00 AM
1993,9,28,21.0357,09/28/1993 12:00:00 AM,09/28/2000 12:00:00 AM
1993,9,29,21.0487,09/29/1993 12:00:00 AM,09/29/2000 12:00:00 AM
1993,9,30,21.0122,09/30/1993 12:00:00 AM,09/30/2000 12:00:00 AM
1993,10,1,21.0264,10/01/1993 12:00:00 AM,10/01/2000 12:00:00 AM
1993,10,2,21.0009,10/02/1993 12:00:00 AM,10/02/2000 12:00:00 AM
1993,10,3,21.0105,10/03/1993 12:00:00 AM,10/03/2000 12:00:00 AM
1993,10,4,20.9883,10/04/1993 12:00:00 AM,10/04/2000 12:00:00 AM
1993,10,5,21.0009,10/05/1993 12:00:00 AM,10/05/2000 12:00:00 AM
1993,10,6,21.0209,10/06/1993 12:00:00 AM,10/06/2000 12:00:00 AM
1993,10,7,20.9943,10/07/1993 12:00:00 AM,10/07/2000 12:00:00 AM
1993,10,8,20.9096,10/08/1993 12:00:00 AM,10/08/2000 12:00:00 AM
1993,10,9,20.9035,10/09/1993 12:00:00 AM,10/09/2000 12:00:00 AM
1993,10,10,20.9157,10/10/1993 12:00:00 AM,10/10/2000 12:00:00 AM
1993,10,11,20.9039,10/11/1993 12:00:00 AM,10/11/2000 12:00:00 AM
1993,10,12,20.8809,10/12/1993 12:00:00 AM,10/12/2000 12:00:00 AM
1993,10,13,20.8287,10/13/1993 12:00:00 AM,10/13/2000 12:00:00 AM
1993,10,14,20.81,10/14/1993 12:00:00 AM,10/14/2000 12:00:00 AM
1993,10,15,20.8239,10/15/1993 12:00:00 AM,10/15/2000 12:00:00 AM
1993,10,16,20.8678,10/16/1993 12:00:00 AM,10/16/2000 12:00:00 AM
1993,10,17,20.8086,10/17/1993 12:00:00 AM,10/17/2000 12:00:00 AM
1993,10,18,20.7496,10/18/1993 12:00:00 AM,10/18/2000 12:00:00 AM
1993,10,19,20.7491,10/19/1993 12:00:00 AM,10/19/2000 12:00:00 AM
1993,10,20,20.7226,10/20/1993 12:00:00 AM,10/20/2000 12:00:00 AM
1993,10,21,20.7583,10/21/1993 12:00:00 AM,10/21/2000 12:00:00 AM
1993,10,22,20.7196,10/22/1993 12:00:00 AM,10/22/2000 12:00:00 AM
1993,10,23,20.6613,10/23/1993 12:00:00 AM,10/23/2000 12:00:00 AM
1993,10,24,20.6235,10/24/1993 12:00:00 AM,10/24/2000 12:00:00 AM
1993,10,25,20.6152,10/25/1993 12:00:00 AM,10/25/2000 12:00:00 AM
1993,10,26,20.6226,10/26/1993 12:00:00 AM,10/26/2000 12:00:00 AM
1993,10,27,20.5848,10/27/1993 12:00:00 AM,10/27/2000 12:00:00 AM
1993,10,28,20.5779,10/28/1993 12:00:00 AM,10/28/2000 12:00:00 AM
1993,10,29,20.525,10/29/1993 12:00:00 AM,10/29/2000 12:00:00 AM
1993,10,30,20.5388,10/30/1993 12:00:00 AM,10/30/2000 12:00:00 AM
1993,10,31,20.5275,10/31/1993 12:00:00 AM,10/31/2000 12:00:00 AM
1993,11,1,20.4654,11/01/1993 12:00:00 AM,11/01/2000 12:00:00 AM
1993,11,2,20.4283,11/02/1993 12:00:00 AM,11/02/2000 12:00:00 AM
1993,11,3,20.4029,11/03/1993 12:00:00 AM,11/03/2000 12:00:00 AM
1993,11,4,20.4133,11/04/1993 12:00:00 AM,11/04/2000 12:00:00 AM
1993,11,5,20.4183,11/05/1993 12:00:00 AM,11/05/2000 12:00:00 AM
1993,11,6,20.3933,11/06/1993 12:00:00 AM,11/06/2000 12:00:00 AM
1993,11,7,20.4035,11/07/1993 12:00:00 AM,11/07/2000 12:00:00 AM
1993,11,8,20.3913,11/08/1993 12:00:00 AM,11/08/2000 12:00:00 AM
1993,11,9,20.37,11/09/1993 12:00:00 AM,11/09/2000 12:00:00 AM
1993,11,10,20.3208,11/10/1993 12:00:00 AM,11/10/2000 12:00:00 AM
1993,11,11,20.3263,11/11/1993 12:00:00 AM,11/11/2000 12:00:00 AM
1993,11,12,20.2833,11/12/1993 12:00:00 AM,11/12/2000 12:00:00 AM
1993,11,13,20.3062,11/13/1993 12:00:00 AM,11/13/2000 12:00:00 AM
1993,11,14,20.3029,11/14/1993 12:00:00 AM,11/14/2000 12:00:00 AM
1993,11,15,20.265,11/15/1993 12:00:00 AM,11/15/2000 12:00:00 AM
1993,11,16,20.2754,11/16/1993 12:00:00 AM,11/16/2000 12:00:00 AM
1993,11,17,20.2708,11/17/1993 12:00:00 AM,11/17/2000 12:00:00 AM
1993,11,18,20.2146,11/18/1993 12:00:00 AM,11/18/2000 12:00:00 AM
1993,11,19,20.1733,11/19/1993 12:00:00 AM,11/19/2000 12:00:00 AM
1993,11,20,20.1929,11/20/1993 12:00:00 AM,11/20/2000 12:00:00 AM
1993,11,21,20.2083,11/21/1993 12:00:00 AM,11/21/2000 12:00:00 AM
1993,11,22,20.1221,11/22/1993 12:00:00 AM,11/22/2000 12:00:00 AM
1993,11,23,20.1621,11/23/1993 12:00:00 AM,11/23/2000 12:00:00 AM
1993,11,24,20.1562,11/24/1993 12:00:00 AM,11/24/2000 12:00:00 AM
1993,11,25,20.1487,11/25/1993 12:00:00 AM,11/25/2000 12:00:00 AM
1993,11,26,20.1117,11/26/1993 12:00:00 AM,11/26/2000 12:00:00 AM
1993,11,27,20.1054,11/27/1993 12:00:00 AM,11/27/2000 12:00:00 AM
1993,11,28,20.0808,11/28/1993 12:00:00 AM,11/28/2000 12:00:00 AM
1993,11,29,20.0925,11/29/1993 12:00:00 AM,11/29/2000 12:00:00 AM
1994,1,1,19.9779,01/01/1994 12:00:00 AM,01/01/2000 12:00:00 AM
1994,1,2,19.9975,01/02/1994 12:00:00 AM,01/02/2000 12:00:00 AM
1994,1,3,20.0417,01/03/1994 12:00:00 AM,01/03/2000 12:00:00 AM
1994,1,4,20.0125,01/04/1994 12:00:00 AM,01/04/2000 12:00:00 AM
1994,1,5,19.9929,01/05/1994 12:00:00 AM,01/05/2000 12:00:00 AM
1994,1,6,20.0221,01/06/1994 12:00:00 AM,01/06/2000 12:00:00 AM
1994,1,7,20.0738,01/07/1994 12:00:00 AM,01/07/2000 12:00:00 AM
1994,1,8,19.9946,01/08/1994 12:00:00 AM,01/08/2000 12:00:00 AM
1994,1,9,19.9988,01/09/1994 12:00:00 AM,01/09/2000 12:00:00 AM
1994,1,10,20.0188,01/10/1994 12:00:00 AM,01/10/2000 12:00:00 AM
1994,1,11,20.0388,01/11/1994 12:00:00 AM,01/11/2000 12:00:00 AM
1994,1,12,20.0021,01/12/1994 12:00:00 AM,01/12/2000 12:00:00 AM
1994,1,13,20.0188,01/13/1994 12:00:00 AM,01/13/2000 12:00:00 AM
1994,1,14,20.039,01/14/1994 12:00:00 AM,01/14/2000 12:00:00 AM
1994,1,15,20.0179,01/15/1994 12:00:00 AM,01/15/2000 12:00:00 AM
1994,1,16,19.9896,01/16/1994 12:00:00 AM,01/16/2000 12:00:00 AM
1994,1,17,20.0408,01/17/1994 12:00:00 AM,01/17/2000 12:00:00 AM
1994,1,18,20.0192,01/18/1994 12:00:00 AM,01/18/2000 12:00:00 AM
1994,1,19,20.0121,01/19/1994 12:00:00 AM,01/19/2000 12:00:00 AM
1994,1,20,20.0329,01/20/1994 12:00:00 AM,01/20/2000 12:00:00 AM
1994,1,21,19.9829,01/21/1994 12:00:00 AM,01/21/2000 12:00:00 AM
1994,1,22,19.9804,01/22/1994 12:00:00 AM,01/22/2000 12:00:00 AM
1994,1,23,20.0179,01/23/1994 12:00:00 AM,01/23/2000 12:00:00 AM
1994,1,24,19.9958,01/24/1994 12:00:00 AM,01/24/2000 12:00:00 AM
1994,1,25,20.0058,01/25/1994 12:00:00 AM,01/25/2000 12:00:00 AM
1994,1,26,19.9967,01/26/1994 12:00:00 AM,01/26/2000 12:00:00 AM
1994,1,27,20.0317,01/27/1994 12:00:00 AM,01/27/2000 12:00:00 AM
1994,1,28,20.0221,01/28/1994 12:00:00 AM,01/28/2000 12:00:00 AM
1994,1,29,19.9975,01/29/1994 12:00:00 AM,01/29/2000 12:00:00 AM
1994,1,30,19.9825,01/30/1994 12:00:00 AM,01/30/2000 12:00:00 AM
1994,1,31,20.0263,01/31/1994 12:00:00 AM,01/31/2000 12:00:00 AM
1994,2,1,20.0171,02/01/1994 12:00:00 AM,02/01/2000 12:00:00 AM
1994,2,2,20.0137,02/02/1994 12:00:00 AM,02/02/2000 12:00:00 AM
1994,2,3,19.9992,02/03/1994 12:00:00 AM,02/03/2000 12:00:00 AM
1994,2,4,19.9825,02/04/1994 12:00:00 AM,02/04/2000 12:00:00 AM
1994,2,5,20.0142,02/05/1994 12:00:00 AM,02/05/2000 12:00:00 AM
1994,2,6,20.0417,02/06/1994 12:00:00 AM,02/06/2000 12:00:00 AM
1994,2,7,20.0158,02/07/1994 12:00:00 AM,02/07/2000 12:00:00 AM
1994,2,8,20.0358,02/08/1994 12:00:00 AM,02/08/2000 12:00:00 AM
1994,2,9,20.01,02/09/1994 12:00:00 AM,02/09/2000 12:00:00 AM
1994,2,10,19.9913,02/10/1994 12:00:00 AM,02/10/2000 12:00:00 AM
1994,2,11,19.9992,02/11/1994 12:00:00 AM,02/11/2000 12:00:00 AM
1994,2,12,20.0342,02/12/1994 12:00:00 AM,02/12/2000 12:00:00 AM
