DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       O2                        O2_dry                    ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-08-17                13:13:22.338              228.50928633              5484.222872               229.50928633              1660767202.339            0                         963                       1.3999663054E+02          4.5000053406E+01          3.9750000000E+01          4.5165580750E+01          4.5000541687E+01          4.7000000000E+01          0.0000000000E+00          3.6591613215E+04          0.0000000000E+00          2.8852673597E-01          2.6764972796E-01          2.7448377289E-01          3.0696292081E-01          3.0206468651E-01          2.8022523981E-01          2.8731615142E-01          3.1851746378E-01          4.6426169289E+02          4.8678652544E+02          3.6472523809E+00          3.7755285468E+00          2.6899183631E+00          6.2009580902E+00          2.0664789611E+01          2.1261347146E+01          0.0000000000E+00          5.8720811260E-01          6.2662667631E+01          3.0588074096E+00          1.5195299740E+02          7.8522526269E+02          6.6730857408E+00          
2022-08-17                13:13:23.131              228.50929551              5484.223092               229.50929551              1660767203.132            0                         963                       1.3999663054E+02          4.5000053406E+01          3.9750000000E+01          4.5165580750E+01          4.5000541687E+01          4.7000000000E+01          0.0000000000E+00          3.6591613215E+04          0.0000000000E+00          2.8853470682E-01          2.6817185243E-01          2.7466163282E-01          3.0707569246E-01          3.0207466010E-01          2.8077147532E-01          2.8750296798E-01          3.1863607951E-01          4.6429722092E+02          4.8682648325E+02          3.6453877917E+00          3.7736132644E+00          2.6902264686E+00          6.1044716320E+00          2.0664789611E+01          2.1261409221E+01          0.0000000000E+00          5.8720811260E-01          6.2662667631E+01          3.0588074096E+00          1.5195299740E+02          7.8522526269E+02          6.6730857408E+00          
2022-08-17                13:13:23.734              228.50930249              5484.223260               229.50930249              1660767203.735            0                         963                       1.4000220301E+02          4.5000053406E+01          3.9750000000E+01          4.5165580750E+01          4.5000541687E+01          2.0000000000E+00          0.0000000000E+00          3.6592911507E+04          0.0000000000E+00          3.0023707701E-01          2.6820819370E-01          2.7577704370E-01          3.0720120456E-01          3.1435373351E-01          2.8080954715E-01          2.8867784354E-01          3.1876848504E-01          4.6432425911E+02          4.8685689127E+02          3.6439690844E+00          3.7721559688E+00          2.6904607535E+00          6.0312008651E+00          2.0664789611E+01          2.1261456422E+01          0.0000000000E+00          5.8720811260E-01          6.2662667631E+01          3.0588074096E+00          1.5206207621E+02          7.8522526269E+02          6.0188251157E+00          
2022-08-17                13:13:24.394              228.50931012              5484.223443               229.50931012              1660767204.394            0                         963                       1.4001049805E+02          4.5000053406E+01          3.9750000000E+01          4.5165580750E+01          4.5000541687E+01          4.6000000000E+01          0.0000000000E+00          3.6601171875E+04          0.0000000000E+00          3.1309176796E-01          2.6750834263E-01          2.7705590723E-01          3.0733288601E-01          3.2789399385E-01          2.8007479929E-01          2.9002541981E-01          3.1890819537E-01          4.6435381111E+02          4.8697032076E+02          3.6424186200E+00          3.7710119895E+00          2.6998410665E+00          5.9680320956E+00          2.0664789611E+01          2.1263345532E+01          0.0000000000E+00          5.8720811260E-01          6.2695306283E+01          3.0588074096E+00          1.5206207621E+02          7.8522526269E+02          6.0188251157E+00          
2022-08-17                13:13:25.441              228.50932225              5484.223734               229.50932225              1660767205.442            0                         963                       1.4000057134E+02          4.5000144293E+01          3.9710805085E+01          4.5165641341E+01          4.5000632575E+01          4.7000000000E+01          0.0000000000E+00          3.6597297632E+04          0.0000000000E+00          3.3353726910E-01          2.6915906579E-01          2.7834703171E-01          3.0751767190E-01          3.4943942807E-01          2.8180891501E-01          2.9139479808E-01          3.1910437064E-01          4.6429556054E+02          4.8704050222E+02          3.6399680972E+00          3.7692084840E+00          2.7147928261E+00          5.8677273506E+00          2.0656736581E+01          2.1258062034E+01          0.0000000000E+00          6.8198549125E-01          6.2695306283E+01          3.2606449473E+00          1.5206207621E+02          7.8522526269E+02          6.0188251157E+00          
2022-08-17                13:13:26.236              228.50933145              5484.223955               229.50933145              1660767206.237            0                         963                       1.4000057134E+02          4.5000144293E+01          3.9710805085E+01          4.5165641341E+01          4.5000632575E+01          4.7000000000E+01          0.0000000000E+00          3.6597297632E+04          0.0000000000E+00          3.3362425529E-01          2.6902384882E-01          2.7904674340E-01          3.0764133086E-01          3.4959975051E-01          2.8166830529E-01          2.9213156963E-01          3.1923704799E-01          4.6424740115E+02          4.8708966384E+02          3.6381035600E+00          3.7678344385E+00          2.7261262560E+00          5.7913896069E+00          2.0656736581E+01          2.1260338978E+01          0.0000000000E+00          6.8198549125E-01          6.2695306283E+01          3.2606449473E+00          1.5206207621E+02          7.8522526269E+02          6.0188251157E+00          
2022-08-17                13:13:26.654              228.50933628              5484.224071               229.50933628              1660767206.655            0                         963                       1.3999925232E+02          4.5000144958E+01          3.9687500000E+01          4.5165641785E+01          4.5000633240E+01          2.5000000000E+01          0.0000000000E+00          3.6597410156E+04          0.0000000000E+00          3.3686294215E-01          2.6896846653E-01          2.7928040971E-01          3.0759334043E-01          3.5303657732E-01          2.8161099129E-01          2.9238642055E-01          3.1919135230E-01          4.6422208576E+02          4.8711554907E+02          3.6371229754E+00          3.7671116938E+00          2.7320877182E+00          5.7512789970E+00          2.0656736581E+01          2.1261535838E+01          0.0000000000E+00          6.8198549125E-01          6.2695306283E+01          3.2606449473E+00          1.5206207621E+02          7.8249786697E+02          6.0188251157E+00          
2022-08-17                13:13:27.746              228.50934891              5484.224374               229.50934891              1660767207.746            0                         963                       1.3998922766E+02          4.5000144958E+01          3.9750000000E+01          4.5165641785E+01          4.5000633240E+01          4.7000000000E+01          0.0000000000E+00          3.6586101175E+04          0.0000000000E+00          3.4531047539E-01          2.6797631299E-01          2.7899270359E-01          3.0756780719E-01          3.6200453592E-01          2.8056848961E-01          2.9210024417E-01          3.1917020022E-01          4.6414653504E+02          4.8717326279E+02          3.6347959870E+00          3.7654659247E+00          2.7476162789E+00          5.6463175405E+00          2.0671448029E+01          2.1279803043E+01          0.0000000000E+00          7.0650058980E-01          6.2695306283E+01          3.3177232456E+00          1.5206207621E+02          7.8249786697E+02          6.0188251157E+00          
2022-08-17                13:13:28.533              228.50935803              5484.224593               229.50935803              1660767208.534            0                         963                       1.3998922766E+02          4.5000144958E+01          3.9750000000E+01          4.5165641785E+01          4.5000633240E+01          4.7000000000E+01          0.0000000000E+00          3.6586101175E+04          0.0000000000E+00          3.4539673000E-01          2.6991182341E-01          2.7983326088E-01          3.0751018828E-01          3.6216623255E-01          2.8260843318E-01          2.9298715542E-01          3.1911628182E-01          4.6409880882E+02          4.8722221589E+02          3.6331274248E+00          3.7642897560E+00          2.7588676593E+00          5.5706553655E+00          2.0671448029E+01          2.1282059204E+01          0.0000000000E+00          7.0650058980E-01          6.2695306283E+01          3.3177232456E+00          1.5206207621E+02          7.8249786697E+02          6.0188251157E+00          
2022-08-17                13:13:29.131              228.50936494              5484.224759               229.50936494              1660767209.131            0                         963                       1.3999907397E+02          4.5000144958E+01          3.9712970890E+01          4.5165641785E+01          4.5000633240E+01          2.0000000000E+00          0.0000000000E+00          3.6582733679E+04          0.0000000000E+00          3.2153752184E-01          2.7024846174E-01          2.7938835273E-01          3.0735519299E-01          3.3715272613E-01          2.8296858712E-01          2.9253019359E-01          3.1896080286E-01          4.6406667416E+02          4.8726357752E+02          3.6318720194E+00          3.7634076733E+00          2.7674129237E+00          5.5132457367E+00          2.0665136682E+01          2.1277269665E+01          0.0000000000E+00          7.0650058980E-01          6.2695306283E+01          3.3177232456E+00          1.5607140025E+02          7.8249786697E+02          5.5011646985E+00          
