DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       O2                        O2_dry                    ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2021-10-07                14:28:52.858              279.56172291              6709.481350               280.56172291              1633642132.859            0                         963                       1.4000119861E+02          4.5000602722E+01          2.8375000000E+01          4.5170310974E+01          4.5002159119E+01          4.7000000000E+01          0.0000000000E+00          3.6676916030E+04          0.0000000000E+00          3.1878477599E-01          3.3543491969E-01          3.3939636064E-01          3.3970355361E-01          3.2626233400E-01          3.4330637908E-01          3.4736137595E-01          3.4765522937E-01          5.1719743122E+02          5.2961702501E+02          2.0774984996E+00          2.1138483634E+00          1.3630616768E+00          2.6974578150E+00          2.1185503953E+01          2.1509128304E+01          0.0000000000E+00          6.2941352052E-01          6.9891221644E+01          1.6029367551E+00          8.0866763750E+01          4.4868757042E+02          2.8065744145E+00          
2021-10-07                14:28:53.673              279.56173233              6709.481576               280.56173233              1633642133.673            0                         963                       1.4000119861E+02          4.5000602722E+01          2.8375000000E+01          4.5170310974E+01          4.5002159119E+01          4.7000000000E+01          0.0000000000E+00          3.6676916030E+04          0.0000000000E+00          3.1876284095E-01          3.3405632544E-01          3.3861663322E-01          3.3967435656E-01          3.2622273818E-01          3.4189351107E-01          3.4656312896E-01          3.4762524615E-01          5.1718094297E+02          5.2957153596E+02          2.0775158739E+00          2.1137830083E+00          1.3599967484E+00          2.6418039753E+00          2.1185503953E+01          2.1508430871E+01          0.0000000000E+00          6.2941352052E-01          6.9891221644E+01          1.6029367551E+00          8.0866763750E+01          4.4868757042E+02          2.8065744145E+00          
2021-10-07                14:28:54.073              279.56173697              6709.481687               280.56173697              1633642134.074            0                         963                       1.3999885639E+02          4.5000512776E+01          2.8375000000E+01          4.5170310974E+01          4.5002084592E+01          2.5000000000E+01          0.0000000000E+00          3.6675179893E+04          0.0000000000E+00          3.3352704082E-01          3.3303395969E-01          3.3802644663E-01          3.3966604699E-01          3.4133851256E-01          3.4084582108E-01          3.4595913789E-01          3.4761663374E-01          5.1715730116E+02          5.2953323973E+02          2.0775097210E+00          2.1137358506E+00          1.3584585101E+00          2.6143264231E+00          2.1207124786E+01          2.1530037331E+01          0.0000000000E+00          6.2941352052E-01          6.9891221644E+01          1.6029367551E+00          8.0866763750E+01          4.4871251841E+02          2.8065744145E+00          
2021-10-07                14:28:55.161              279.56174956              6709.481989               280.56174956              1633642135.162            0                         963                       1.3999909751E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          4.7000000000E+01          0.0000000000E+00          3.6674854646E+04          0.0000000000E+00          3.7360609234E-01          3.3301535979E-01          3.3819479448E-01          3.3973433150E-01          3.8236784246E-01          3.4082643372E-01          3.4613191649E-01          3.4768640666E-01          5.1713533934E+02          5.2947253994E+02          2.0774972082E+00          2.1136121773E+00          1.3543631412E+00          2.5402795080E+00          2.1207124786E+01          2.1529104134E+01          0.0000000000E+00          7.3589230762E-01          6.9891221644E+01          1.4759454172E+00          8.0866763750E+01          4.4871251841E+02          2.8065744145E+00          
2021-10-07                14:28:55.967              279.56175889              6709.482213               280.56175889              1633642135.968            0                         963                       1.3999909751E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          4.7000000000E+01          0.0000000000E+00          3.6674854646E+04          0.0000000000E+00          3.7358436480E-01          3.3299689516E-01          3.3893396917E-01          3.3980258666E-01          3.8232560370E-01          3.4080725327E-01          3.4688933448E-01          3.4775609527E-01          5.1711901252E+02          5.2942752574E+02          2.0774901423E+00          2.1135228257E+00          1.3513298681E+00          2.4851765507E+00          2.1207124786E+01          2.1528412790E+01          0.0000000000E+00          7.3589230762E-01          6.9891221644E+01          1.4759454172E+00          8.0866763750E+01          4.4871251841E+02          2.8065744145E+00          
2021-10-07                14:28:56.578              279.56176595              6709.482383               280.56176595              1633642136.578            0                         963                       1.3999788551E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          2.0000000000E+00          0.0000000000E+00          3.6671699593E+04          0.0000000000E+00          3.7194124717E-01          3.3312958519E-01          3.3965233309E-01          3.3988010191E-01          3.8062757913E-01          3.4094283358E-01          3.4762540969E-01          3.4783523182E-01          5.1711681439E+02          5.2940386411E+02          2.0774938153E+00          2.1134643926E+00          1.3490530934E+00          2.4435723428E+00          2.1192992654E+01          2.1513543666E+01          0.0000000000E+00          7.3589230762E-01          6.9891221644E+01          1.4759454172E+00          7.9722179011E+01          4.4871251841E+02          2.4352407334E+00          
2021-10-07                14:28:57.240              279.56177361              6709.482567               280.56177361              1633642137.240            0                         963                       1.4000201416E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          4.6000000000E+01          0.0000000000E+00          3.6673929688E+04          0.0000000000E+00          3.7017602269E-01          3.3407949384E-01          3.4021852329E-01          3.3995798345E-01          3.7882853002E-01          3.4191426170E-01          3.4820588205E-01          3.4791490611E-01          5.1710342546E+02          5.2940289939E+02          2.0774881572E+00          2.1134956346E+00          1.3504191390E+00          2.5540392223E+00          2.1192992654E+01          2.1513854868E+01          0.0000000000E+00          7.3589230762E-01          6.9876390886E+01          1.4759454172E+00          7.9722179011E+01          4.4871251841E+02          2.4352407334E+00          
2021-10-07                14:28:58.276              279.56178561              6709.482855               280.56178561              1633642138.277            0                         963                       1.4000299807E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          4.7000000000E+01          0.0000000000E+00          3.6676827605E+04          0.0000000000E+00          3.6741121179E-01          3.3412966287E-01          3.4060551194E-01          3.4008766203E-01          3.7601052049E-01          3.4196935555E-01          3.4860292090E-01          3.4804739903E-01          5.1728254267E+02          5.2960617735E+02          2.0774680656E+00          2.1135329608E+00          1.3525522783E+00          2.7270875625E+00          2.1192763910E+01          2.1514108485E+01          0.0000000000E+00          7.2193175652E-01          6.9876390886E+01          1.4140397637E+00          7.9722179011E+01          4.4871251841E+02          2.4352407334E+00          
2021-10-07                14:28:59.071              279.56179480              6709.483075               280.56179480              1633642139.071            0                         963                       1.4000299807E+02          4.5000450134E+01          2.8375000000E+01          4.5170310974E+01          4.5002037048E+01          4.7000000000E+01          0.0000000000E+00          3.6676827605E+04          0.0000000000E+00          3.6741910128E-01          3.3497194700E-01          3.4076421059E-01          3.4014957348E-01          3.7602917703E-01          3.4283424560E-01          3.4876615542E-01          3.4811063011E-01          5.1741956555E+02          5.2976170844E+02          2.0774524141E+00          2.1135612737E+00          1.3541855015E+00          2.8596018220E+00          2.1192763910E+01          2.1514480459E+01          0.0000000000E+00          7.2193175652E-01          6.9876390886E+01          1.4140397637E+00          7.9722179011E+01          4.4871251841E+02          2.4352407334E+00          
2021-10-07                14:28:59.510              279.56179990              6709.483197               280.56179990              1633642139.511            0                         963                       1.4000017877E+02          4.5000449492E+01          2.8375000000E+01          4.5170312902E+01          4.5002038976E+01          2.5000000000E+01          0.0000000000E+00          3.6677089638E+04          0.0000000000E+00          3.4804137935E-01          3.3570296247E-01          3.4067434310E-01          3.4011956557E-01          3.5618602161E-01          3.4358492107E-01          3.4867474351E-01          3.4807977828E-01          5.1749546024E+02          5.2984786316E+02          2.0774451783E+00          2.1135784285E+00          1.3550906308E+00          2.9328734088E+00          2.1192763910E+01          2.1514686590E+01          0.0000000000E+00          7.2193175652E-01          6.9876390886E+01          1.4140397637E+00          7.9722179011E+01          4.4870095616E+02          2.4352407334E+00          
