DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       O2                        O2_dry                    ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-02-15                15:03:17.153              45.62728186               1095.054765               46.62728186               1644966197.153            0                         963                       1.4000106822E+02          4.5000633240E+01          2.3684289384E+01          4.5170310974E+01          4.5001976013E+01          2.0000000000E+00          0.0000000000E+00          3.6760599435E+04          0.0000000000E+00          3.2690092845E-01          3.2482869919E-01          3.2342030879E-01          3.2148996442E-01          3.3275390715E-01          3.3060183166E-01          3.2918052506E-01          3.2712416908E-01          5.6602561455E+02          5.7637463924E+02          2.3429127080E+00          2.3742149140E+00          1.0437871617E+00          3.5627353524E+00          2.1214358023E+01          2.1464925654E+01          0.0000000000E+00          6.5186924306E-01          7.6456800411E+01          1.2979483263E+00          6.2571577985E+01          5.0595707809E+02          3.5553213679E+00          
2022-02-15                15:03:17.812              45.62728950               1095.054948               46.62728950               1644966197.813            0                         963                       1.3999868011E+02          4.5000633240E+01          2.3675781250E+01          4.5170310974E+01          4.5001976013E+01          4.6000000000E+01          0.0000000000E+00          3.6759827881E+04          0.0000000000E+00          3.2184857652E-01          3.2475228579E-01          3.2346287549E-01          3.2154924596E-01          3.2760137454E-01          3.3052489686E-01          3.2922444387E-01          3.2718503010E-01          5.6606169832E+02          5.7640068978E+02          2.3432835787E+00          2.3745586323E+00          1.0427359066E+00          3.3833856483E+00          2.1206994299E+01          2.1457228781E+01          0.0000000000E+00          6.5186924306E-01          7.6489504956E+01          1.2979483263E+00          6.2571577985E+01          5.0595707809E+02          3.5553213679E+00          
2022-02-15                15:03:18.878              45.62730184               1095.055244               46.62730184               1644966198.879            0                         963                       1.3999293296E+02          4.5000633240E+01          2.3625000000E+01          4.5170310974E+01          4.5001976013E+01          4.7000000000E+01          0.0000000000E+00          3.6750096285E+04          0.0000000000E+00          3.1368416866E-01          3.2495544611E-01          3.2344915782E-01          3.2155449125E-01          3.1927546921E-01          3.3073207897E-01          3.2921058885E-01          3.2719085174E-01          5.6625596701E+02          5.7658117873E+02          2.3438658763E+00          2.3750966784E+00          1.0410208708E+00          3.0935731891E+00          2.1206994299E+01          2.1456829969E+01          0.0000000000E+00          6.1375399633E-01          7.6489504956E+01          1.1965220965E+00          6.2571577985E+01          5.0595707809E+02          3.5553213679E+00          
2022-02-15                15:03:19.691              45.62731125               1095.055470               46.62731125               1644966199.692            0                         963                       1.3999293296E+02          4.5000633240E+01          2.3625000000E+01          4.5170310974E+01          4.5001976013E+01          4.7000000000E+01          0.0000000000E+00          3.6750096285E+04          0.0000000000E+00          3.1368162783E-01          3.2515895918E-01          3.2343518142E-01          3.2155974424E-01          3.1926575857E-01          3.3093982472E-01          3.2919613614E-01          3.2719666772E-01          5.6640414078E+02          5.7671883727E+02          2.3443095121E+00          2.3755065464E+00          1.0397129878E+00          2.8725956357E+00          2.1206994299E+01          2.1456525806E+01          0.0000000000E+00          6.1375399633E-01          7.6489504956E+01          1.1965220965E+00          6.2571577985E+01          5.0595707809E+02          3.5553213679E+00          
2022-02-15                15:03:20.088              45.62731583               1095.055580               46.62731583               1644966200.088            0                         963                       1.3999795484E+02          4.5000533014E+01          2.3659210526E+01          4.5170461313E+01          4.5002109648E+01          2.5000000000E+01          0.0000000000E+00          3.6747472780E+04          0.0000000000E+00          3.1108796355E-01          3.2525687433E-01          3.2340170615E-01          3.2153909159E-01          3.1662046229E-01          3.3104023017E-01          3.2916166524E-01          3.2717610316E-01          5.6646996658E+02          5.7677942383E+02          2.3445200702E+00          2.3757005792E+00          1.0390678400E+00          2.7648665279E+00          2.1215046236E+01          2.1464524277E+01          0.0000000000E+00          6.1375399633E-01          7.6489504956E+01          1.1965220965E+00          6.2571577985E+01          5.0659383915E+02          3.5553213679E+00          
2022-02-15                15:03:21.197              45.62732868               1095.055888               46.62732868               1644966201.198            0                         963                       1.4000481346E+02          4.5000450134E+01          2.3656174334E+01          4.5170585632E+01          4.5002220154E+01          4.7000000000E+01          0.0000000000E+00          3.6752960039E+04          0.0000000000E+00          3.0382563194E-01          3.2512186174E-01          3.2331491916E-01          3.2147826065E-01          3.0921386302E-01          3.3090305040E-01          3.2907245045E-01          3.2711460990E-01          5.6667225173E+02          5.7696734019E+02          2.3450764519E+00          2.3762101735E+00          1.0372824091E+00          2.4631101713E+00          2.1215046236E+01          2.1464108837E+01          0.0000000000E+00          5.9508893697E-01          7.6489504956E+01          1.2362718419E+00          6.2571577985E+01          5.0659383915E+02          3.5553213679E+00          
2022-02-15                15:03:21.973              45.62733766               1095.056104               46.62733766               1644966201.974            0                         963                       1.4000481346E+02          4.5000450134E+01          2.3656174334E+01          4.5170585632E+01          4.5002220154E+01          4.7000000000E+01          0.0000000000E+00          3.6752960039E+04          0.0000000000E+00          3.0382319209E-01          3.2491816478E-01          3.2322788091E-01          3.2138364498E-01          3.0920480465E-01          3.3069560797E-01          3.2898266116E-01          3.2701871943E-01          5.6681367888E+02          5.7709871644E+02          2.3454650416E+00          2.3765660382E+00          1.0360343249E+00          2.2521949893E+00          2.1215046236E+01          2.1463818401E+01          0.0000000000E+00          5.9508893697E-01          7.6489504956E+01          1.2362718419E+00          6.2571577985E+01          5.0659383915E+02          3.5553213679E+00          
2022-02-15                15:03:22.573              45.62734461               1095.056271               46.62734461               1644966202.574            0                         963                       1.4000515909E+02          4.5000450134E+01          2.3667808219E+01          4.5170585632E+01          4.5002220154E+01          2.0000000000E+00          0.0000000000E+00          3.6761578138E+04          0.0000000000E+00          3.1442573488E-01          3.2465585403E-01          3.2323980763E-01          3.2131628719E-01          3.1999839723E-01          3.3042817770E-01          3.2899340930E-01          3.2695058655E-01          5.6690149711E+02          5.7717836968E+02          2.3457452694E+00          2.3768206892E+00          1.0350418568E+00          2.0890185786E+00          2.1242386939E+01          2.1491254851E+01          0.0000000000E+00          5.9508893697E-01          7.6489504956E+01          1.2362718419E+00          6.2074894589E+01          5.0659383915E+02          2.0806009951E+00          
2022-02-15                15:03:23.244              45.62735237               1095.056457               46.62735237               1644966203.245            0                         963                       1.4000207520E+02          4.5000450134E+01          2.3625000000E+01          4.5170585632E+01          4.5002220154E+01          4.6000000000E+01          0.0000000000E+00          3.6761492188E+04          0.0000000000E+00          3.2630422633E-01          3.2506656656E-01          3.2336422884E-01          3.2127621398E-01          3.3210165273E-01          3.3084639445E-01          3.2911894636E-01          3.2691026202E-01          5.6702382717E+02          5.7731189542E+02          2.3460804088E+00          2.3771872757E+00          1.0359296301E+00          2.0401005780E+00          2.1242386939E+01          2.1491461728E+01          0.0000000000E+00          5.9508893697E-01          7.6623251254E+01          1.2362718419E+00          6.2074894589E+01          5.0659383915E+02          2.0806009951E+00          
2022-02-15                15:03:24.282              45.62736438               1095.056745               46.62736438               1644966204.282            0                         963                       1.4000145620E+02          4.5000450134E+01          2.3625000000E+01          4.5170585632E+01          4.5002220154E+01          4.7000000000E+01          0.0000000000E+00          3.6762144370E+04          0.0000000000E+00          3.4465910666E-01          3.2483622108E-01          3.2366167950E-01          3.2127412018E-01          3.5080460689E-01          3.3061166953E-01          3.2942106368E-01          3.2690865896E-01          5.6716747438E+02          5.7747204378E+02          2.3465954766E+00          2.3777509676E+00          1.0372958654E+00          1.9644530120E+00          2.1249604802E+01          2.1499084377E+01          0.0000000000E+00          6.7464895553E-01          7.6623251254E+01          1.1557119947E+00          6.2074894589E+01          5.0659383915E+02          2.0806009951E+00          
