Sample ID,Depth,pH,H2S,Fe2,Fetot,NH4,Ca,Mg,Cl,NO2,NO3,SO4.IC,PO4,Lactate,Acetate,Propionate,Formate,Butyrate,month,SO4(uM),Acetate(uM),Lactate(uM),Propionate(uM),Butyrate(uM),Formate(uM),NH4(uM),Fe2(uM),Fetot(uM),Ca(uM),Mg(uM),Cl(uM),NO2(uM),NO3(uM),PO4(uM),Depth_group
11,-9,7.25,19.811447813333334,1.1,1.72,1170.73,36.47,12.93,6.675582666048398,0.0,0.17545251841159626,0.46990862004266953,1.541471743403804,0.0,0.0,0.0,0.0,0.0,Oct,4.891824068734848,0.0,0.0,0.0,0.0,0.0,83.58357071972699,19.697376667562004,30.799534425642403,909.97554768202,531.9893026126311,188.2938726214537,0.0,2.8296556951401626,16.2309047081943,Top
12,-9,7.37,36.51178451,0.65,0.92,278.47,34.55,11.42,7.449624397890021,0.0,0.16600509692304755,1.6842157539005678,1.0979637367038484,0.0,2.1037660719360654,0.0,0.3173996515410621,0.0,Oct,17.532956005627398,35.63048018318653,0.0,0.0,0.0,7.050662006376748,19.88119971156661,11.639358939923001,16.4741695765064,862.0689655172412,469.8621682781321,210.12677059459062,0.0,2.6772899710030584,11.560993485447707,Top
13,-12,7.49,24.794612793333332,1.5,1.38,282.15,38.45,11.55,7.177636153940389,0.0,0.30393745065585875,1.8072577312757951,1.4055057851454236,0.3189008188862712,2.4767330057609045,0.0,0.0,0.0,Oct,18.81384271575885,41.94724283180178,3.5401955915438634,0.0,0.0,0.0,20.143931118678914,26.860059092130005,24.7112543647596,959.3792105394481,475.2108619625592,202.4549728920088,0.0,4.901829543404775,14.799253092461768,Top
14,-12,7.66,18.19528619333333,0.96,1.38,151.58,38.31,12.92,6.989493910005305,0.0,0.24536343742685673,4.080604741827614,1.1724212852739138,0.0,2.164202606118015,0.0,0.0,0.0,Oct,42.47974955056854,36.6540648688777,0.0,0.0,0.0,0.0,10.821963774479357,17.1904378189632,24.7112543647596,955.8860222565996,531.577864636906,197.14816545864397,0.0,3.9571620537547307,12.344993179777424,Top
15,-12,7.29,40.41750841666667,0.67,0.85,378.86,34.23,11.51,7.615271373528519,0.0,0.2037947828772424,2.084102180370057,1.2501161185644172,0.0,2.4767330057609045,0.0,0.0,0.0,Oct,21.69583781355462,41.94724283180178,0.0,0.0,0.0,0.0,27.048483939828795,11.9974930611514,15.220700152207002,854.0845351564448,473.56511005965854,214.79906844353138,0.0,3.286752867551474,13.163079817338875,Top
16,-15,7.51,27.89225589333333,0.71,0.83,194.22,29.4,11.56,7.850449178447374,0.0,0.2132422043657911,5.461897416409036,1.0817773131016601,0.0,2.4789898849269187,0.0,0.0,0.0,Oct,56.859227736925206,41.98546651525843,0.0,0.0,0.0,0.0,13.86622116558504,12.713761303608202,14.8625660309786,733.5695393981734,475.6222999382843,221.4325777352375,0.0,3.439118591688578,11.390558769289072,Top
17,-15,7.33,32.06734006666667,0.72,0.51,322.11,34.7,11.76,8.07028930043674,0.0,0.243473953129147,4.1391961596253415,1.1368111533490999,0.0,3.191331420071356,0.0,0.0,0.0,Oct,43.08969560301209,54.05005453680909,0.0,0.0,0.0,0.0,22.9968515067789,12.892828364222401,9.1324200913242,865.8116672488648,483.8510594527875,227.63346685574533,0.0,3.9266889089273103,11.970036804228428,Top
18,-15,7.54,43.24579124666667,0.51,0.6,236.0,32.49,11.83,8.339210007800475,0.0,0.22080014155663008,5.356432864373127,1.0494044658972839,0.3560638574426389,3.106507887291833,0.0,0.3022154498314171,0.260534488126303,Oct,55.76132484252682,52.61343891490809,3.95275152578418,0.0,2.9569230294666093,6.713362725890599,16.849079369159046,9.1324200913242,10.744023636852,810.6691950696143,486.7311252828636,235.21874052408748,0.0,3.5610111709982615,11.049689336971802,Top
19,-18,7.25,23.582491583333333,0.84,1.07,188.09,38.5,12.41,9.794244861711478,0.0,0.20757375147266188,0.3966693477955104,1.8975730626519438,0.0,3.140875866856587,0.0,0.3280296462884408,0.0,Oct,4.129391503180412,53.19551295401035,0.0,0.0,0.0,7.28679490611193,13.428573468411546,15.041633091592802,19.160175485719403,960.6267777833225,510.5945278749229,276.25997409842546,0.0,3.3476991572063155,19.980468463684264,Top
20,-18,7.52,10.518518516666667,0.95,2.95,1342.08,52.99,20.23,7.992578373593988,0.0,0.22457911015204957,0.5651196739639763,1.6612512780599964,0.0,3.099637554145552,0.0,0.3219552573352536,0.26397219759967466,Oct,5.882986403955615,52.49707936700684,0.0,0.0,2.9959391397080317,7.151859460542764,95.81700186339394,17.011370758349,52.82478288118901,1322.1717650581365,832.3390248919975,225.44152465500767,0.0,3.621957460653103,17.492121607768198,Top
21,-18,7.75,17.925925926666665,0.73,1.91,1224.8,57.07,17.29,8.488496788314182,0.0,0.3511745580986023,0.52996482328534,1.7648443891140007,0.0,2.8211654356729152,0.0,0.347773366980321,0.0,Oct,5.517018772489486,47.78073022953925,0.0,0.0,0.0,7.725378567659351,87.44386614977118,13.071895424836601,34.20180857731221,1423.9732521582912,711.3762600288006,239.4295768570835,0.0,5.663658164090294,18.58290379118346,Top
22,-21,7.85,16.309764310000002,0.81,2.09,1503.15,58.32,19.09,8.787070349341597,0.0,0.243473953129147,0.5812323138583514,1.755132534952688,0.0,2.798419608710141,0.0,0.3022154498314171,0.0,Oct,6.050721568377591,47.39549503268987,0.0,0.0,0.0,6.713362725890599,107.316498532845,14.504431909750203,37.425015668367806,1455.1624332551523,785.4350956593294,247.85124952307552,0.0,3.9266889089273103,18.48064296148828,Mid
23,-21,8.01,16.57912457666667,0.86,2.7,2206.31,78.25,24.84,9.798334910492676,0.0,0.18489993990014497,0.37323278067641946,1.7680816738344385,0.0,3.5299673068483197,0.0,0.3249924163983807,0.0,Oct,3.8854130822029926,59.78536865470361,0.0,0.0,0.0,7.219326396658611,157.51818772444614,15.399767212821201,48.34810636583401,1952.442736663506,1022.0119317012961,276.37533947741167,0.0,2.9820214192772663,18.616990734415186,Mid
24,-21,7.96,18.599326596666668,0.75,1.08,1395.95,65.61,17.83,8.840240983497164,0.0,0.17923148700701574,0.4684438345977263,1.8652002154475675,0.0,2.689407853037125,0.0,0.3128442051074697,0.0,Oct,4.8765754174237586,45.549215043647536,0.0,0.0,0.0,6.949468092220043,99.66301841261682,13.430029546065002,19.339242546333605,1637.0577374120462,733.5939107179593,249.35099944989602,0.0,2.8906019847950044,19.639599031366995,Mid
25,-24,7.96,22.235690236666667,0.92,2.15,1670.33,60.45,18.09,10.175641910558141,0.0,0.2529213746176957,0.5504718195145446,1.6644885627804342,0.0,2.637271721924757,0.0,0.3128442051074697,0.0,Oct,5.730499890844728,44.666210316454794,0.0,0.0,0.0,6.949468092220043,119.25221501138739,16.4741695765064,38.499418032053,1508.3087978442038,744.2912980868134,287.0177956888879,0.0,4.079054633064414,17.526208550999925,Mid
26,-24,7.78,40.41750842,0.69,1.56,1501.88,51.68,16.79,9.762546983657197,0.0,0.20568426717495214,0.9371751769795448,1.5576581670059921,0.0,2.8188903091821924,0.0,0.0,0.0,Oct,9.75614383697215,47.74219749986777,0.0,0.0,0.0,0.0,107.22582763962961,12.3556271823798,27.934461455815207,1289.4855032686262,690.8043612425427,275.36589241128246,0.0,3.3172260123788946,16.401339424352933,Mid
27,-24,7.8,25.333333333333332,0.73,1.59,1654.15,51.44,17.22,9.683813544619145,0.0,0.19812632998411317,0.4743029763774991,1.5738445906081804,0.0,2.8006936476119737,0.0,0.34625451299439236,0.0,Oct,4.9375700226681145,47.434009342388286,0.0,0.0,0.0,7.691639002918727,118.09705355294253,13.071895424836601,28.471662637657804,1283.4971804980287,708.4961941987244,273.14510886579825,0.0,3.195333433069212,16.571774140511568,Mid
28,-27,7.66,17.656565656666668,0.96,2.08,2403.6,73.42,25.53,11.93436288647306,0.0,0.18867890849556446,0.6368941607661923,1.98497975010376,0.0,2.814340418730378,0.0,0.32954828779357065,0.0,Oct,6.630170318198962,47.665138180515854,0.0,0.0,0.0,7.320529750840141,171.60358971063846,17.1904378189632,37.245948607753604,1831.9277409052347,1050.401152026332,336.62490865295064,0.0,3.042967708932108,20.900815930940894,Mid
29,-27,8.01,12.67340067,0.96,2.01,2476.82,92.81,30.52,12.578545569511663,0.0,0.17356303411388652,0.4039932750202263,1.8004545210388148,0.0,2.623681505428625,0.0,0.3173996515410621,0.0,Oct,4.205634759735855,44.43603931692679,0.0,0.0,0.0,7.050662006376748,176.8310879793242,17.1904378189632,35.9924791834542,2315.7343180797443,1255.7087019131866,354.79495584327594,0.0,2.7991825503127417,18.957860166732456,Mid
30,-27,8.07,6.612794612333334,0.94,2.41,2329.16,88.01,28.67,12.231913935305176,0.0,0.18867890849556446,0.5783027429684651,1.7907426668775017,0.0,2.2786008611619133,0.0,0.0,0.0,Oct,6.020224265755414,38.59157342256476,0.0,0.0,0.0,0.0,166.2889902689427,16.8323036977348,43.155161608022205,2195.967862667798,1179.592676404032,345.0177399741961,0.0,3.042967708932108,18.855599337037273,Mid
31,-30,8.12,25.737373736666665,0.93,3.43,1798.48,74.94,24.07,11.490592593713133,0.0,0.18678942419785471,0.6222463063167605,1.7745562432753137,0.0,2.517375319760296,0.0,0.3386605086657477,0.0,Oct,6.477683805088075,42.63558227356372,0.0,0.0,0.0,7.522947079231128,128.401407897649,16.6532366371206,61.420001790670604,1869.8537851190179,990.3312075704588,324.10776503294875,0.0,3.012494564104687,18.68516462087864,Mid
32,-30,8.14,9.306397305333332,0.74,3.2,2966.25,107.79,36.85,14.831139935756175,0.0,0.19434736138869368,0.5724436011886923,1.4022685004249857,0.0,3.1019275443511023,0.0,0.3538489599913678,0.0,Oct,5.959229660511059,52.535863836310256,0.0,0.0,0.0,7.860340759965518,211.7736511812204,13.2509624854508,57.30145939654401,2689.5054643445283,1516.1489405472125,418.3324383199214,0.0,3.1343871434143704,14.765166149230039,Mid
33,-30,8.18,9.373737374000001,0.71,3.65,2635.75,119.17,33.25,14.770811716233512,0.0,0.2170211729612106,0.7101334330133515,1.8716747848884427,0.0,3.624882501599025,0.12065146246126585,0.3356230308814224,0.29836130189560695,Oct,7.3926028837533995,61.39290193074699,0.0,1.6286644500710832,3.3862365440427524,7.455473063096662,188.17780062398708,12.713761303608202,65.35947712418302,2973.4517690503517,1368.031269286155,416.63079897987507,0.0,3.5000648813434196,19.70777291783045,Mid
34,-33,8.32,18.06060606,0.67,4.24,2199.6,73.83,26.5,13.25238110621395,0.0,0.19245787709098394,0.5885562410830674,1.6515394238986836,0.0,4.375020137697856,0.0,0.3280296462884408,0.349985900028876,Oct,6.126964824933036,74.09762444444577,0.0,0.0,3.9721473161829075,7.28679490611193,157.0391312728908,11.9974930611514,75.92443370042082,1842.157792305005,1090.3106356716726,373.8014020312512,0.0,3.1039139985869495,17.389860778073015,Mid
