group	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_mjblow_9_0_ISTD	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_ExCtrl-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Btm-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Mid-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-MeOHEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-WaterEx	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_mjblow_9_0_LW3-Top-WaterEx
file	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_0_ISTD_Post_Rg70to1050-CE102040--ISTD_Run110.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_0_ISTD_Pre_Rg70to1050-CE102040--ISTD_Run9.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_12_LW3-Btm-WaterEx_4_Rg70to1050-CE102040-Core4-ISTD_Run58.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_15_ExCtrl-WaterEx_3_Rg70to1050-CE102040-ExCtrl-ISTD_Run67.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_16_LW3-Top-MeOHEx_1_Rg70to1050-CE102040-Core1-ISTD_Run77.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_19_LW3-Top-MeOHEx_2_Rg70to1050-CE205060-Core2-ISTD_Run95.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_20_LW3-Mid-MeOHEx_2_Rg70to1050-CE205060-Core2-ISTD_Run86.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_24_LW3-Btm-MeOHEx_3_Rg70to1050-CE102040-Core3-ISTD_Run104.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_3_LW3-Btm-WaterEx_1_Rg70to1050-CE102040-Core1-ISTD_Run21.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_6_LW3-Btm-WaterEx_2_Rg70to1050-CE102040-Core2-ISTD_Run30.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_7_LW3-Top-WaterEx_3_Rg70to1050-CE205060-Core3-ISTD_Run40.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_FPS_MS1_8_LW3-Mid-WaterEx_3_Rg70to1050-CE205060-Core3-ISTD_Run49.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_28_ExCtrl-MeOHEx_1_Rg70to1050-CE102040-ExCtrl-S1_Run60.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_29_ExCtrl-MeOHEx_2_Rg70to1050-CE102040-ExCtrl-S1_Run79.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_30_ExCtrl-MeOHEx_3_Rg70to1050-CE205060-ExCtrl-S1_Run91.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_13_ExCtrl-WaterEx_1_Rg70to1050-CE102040-ExCtrl-S1_Run69.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_14_ExCtrl-WaterEx_2_Rg70to1050-CE102040-ExCtrl-S1_Run63.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_15_ExCtrl-WaterEx_3_Rg70to1050-CE102040-ExCtrl-S1_Run66.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_18_LW3-Btm-MeOHEx_1_Rg70to1050-CE102040-Core1-S1_Run82.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_21_LW3-Btm-MeOHEx_2_Rg70to1050-CE205060-Core2-S1_Run88.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_24_LW3-Btm-MeOHEx_3_Rg70to1050-CE102040-Core3-S1_Run103.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_27_LW3-Btm-MeOHEx_4_Rg70to1050-CE205060-Core4-S1_Run42.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_12_LW3-Btm-WaterEx_4_Rg70to1050-CE102040-Core4-S1_Run57.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_3_LW3-Btm-WaterEx_1_Rg70to1050-CE102040-Core1-S1_Run20.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_6_LW3-Btm-WaterEx_2_Rg70to1050-CE102040-Core2-S1_Run29.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_9_LW3-Btm-WaterEx_3_Rg70to1050-CE205060-Core3-S1_Run45.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_17_LW3-Mid-MeOHEx_1_Rg70to1050-CE102040-Core1-S1_Run72.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_20_LW3-Mid-MeOHEx_2_Rg70to1050-CE205060-Core2-S1_Run85.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_23_LW3-Mid-MeOHEx_3_Rg70to1050-CE102040-Core3-S1_Run97.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_26_LW3-Mid-MeOHEx_4_Rg70to1050-CE102040-Core4-S1_Run32.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_11_LW3-Mid-WaterEx_4_Rg70to1050-CE102040-Core4-S1_Run51.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_2_LW3-Mid-WaterEx_1_Rg70to1050-CE102040-Core1-S1_Run23.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_5_LW3-Mid-WaterEx_2_Rg70to1050-CE102040-Core2-S1_Run26.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_8_LW3-Mid-WaterEx_3_Rg70to1050-CE205060-Core3-S1_Run48.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_16_LW3-Top-MeOHEx_1_Rg70to1050-CE102040-Core1-S1_Run75.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_19_LW3-Top-MeOHEx_2_Rg70to1050-CE205060-Core2-S1_Run94.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_22_LW3-Top-MeOHEx_3_Rg70to1050-CE102040-Core3-S1_Run100.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_25_LW3-Top-MeOHEx_4_Rg70to1050-CE102040-Core4-S1_Run14.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_10_LW3-Top-WaterEx_4_Rg70to1050-CE102040-Core4-S1_Run54.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_1_LW3-Top-WaterEx_1_Rg70to1050-CE102040-Core1-S1_Run17.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_4_LW3-Top-WaterEx_2_Rg70to1050-CE102040-Core2-S1_Run35.h5	20221010_JGI_MW-ZF_507192_WetlandSoil_final_QE-HF_HILICZ_USHXG01885_NEG_MSMS_7_LW3-Top-WaterEx_3_Rg70to1050-CE205060-Core3-S1_Run38.h5
short groupname	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	FPS_ISTD	NEG_ExCtrl-MeOHEx	NEG_ExCtrl-MeOHEx	NEG_ExCtrl-MeOHEx	NEG_ExCtrl-WaterEx	NEG_ExCtrl-WaterEx	NEG_ExCtrl-WaterEx	NEG_LW3-Btm-MeOHEx	NEG_LW3-Btm-MeOHEx	NEG_LW3-Btm-MeOHEx	NEG_LW3-Btm-MeOHEx	NEG_LW3-Btm-WaterEx	NEG_LW3-Btm-WaterEx	NEG_LW3-Btm-WaterEx	NEG_LW3-Btm-WaterEx	NEG_LW3-Mid-MeOHEx	NEG_LW3-Mid-MeOHEx	NEG_LW3-Mid-MeOHEx	NEG_LW3-Mid-MeOHEx	NEG_LW3-Mid-WaterEx	NEG_LW3-Mid-WaterEx	NEG_LW3-Mid-WaterEx	NEG_LW3-Mid-WaterEx	NEG_LW3-Top-MeOHEx	NEG_LW3-Top-MeOHEx	NEG_LW3-Top-MeOHEx	NEG_LW3-Top-MeOHEx	NEG_LW3-Top-WaterEx	NEG_LW3-Top-WaterEx	NEG_LW3-Top-WaterEx	NEG_LW3-Top-WaterEx
sample treatment	ISTD	ISTD	LW3-Btm-WaterEx	ExCtrl-WaterEx	LW3-Top-MeOHEx	LW3-Top-MeOHEx	LW3-Mid-MeOHEx	LW3-Btm-MeOHEx	LW3-Btm-WaterEx	LW3-Btm-WaterEx	LW3-Top-WaterEx	LW3-Mid-WaterEx	ExCtrl-MeOHEx	ExCtrl-MeOHEx	ExCtrl-MeOHEx	ExCtrl-WaterEx	ExCtrl-WaterEx	ExCtrl-WaterEx	LW3-Btm-MeOHEx	LW3-Btm-MeOHEx	LW3-Btm-MeOHEx	LW3-Btm-MeOHEx	LW3-Btm-WaterEx	LW3-Btm-WaterEx	LW3-Btm-WaterEx	LW3-Btm-WaterEx	LW3-Mid-MeOHEx	LW3-Mid-MeOHEx	LW3-Mid-MeOHEx	LW3-Mid-MeOHEx	LW3-Mid-WaterEx	LW3-Mid-WaterEx	LW3-Mid-WaterEx	LW3-Mid-WaterEx	LW3-Top-MeOHEx	LW3-Top-MeOHEx	LW3-Top-MeOHEx	LW3-Top-MeOHEx	LW3-Top-WaterEx	LW3-Top-WaterEx	LW3-Top-WaterEx	LW3-Top-WaterEx
short filename	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040--ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040--ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-Core4-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-ExCtrl-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-Core1-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE205060-Core2-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE205060-Core2-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-Core3-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-Core1-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE102040-Core2-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE205060-Core3-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_FPS_Rg70to1050-CE205060-Core3-ISTD	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-ExCtrl-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core3-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core3-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core3-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core3-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core3-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core4-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core1-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE102040-Core2-S1	20221010_MW-ZF_WetlandSoil_final_HILICZ_NEG_Rg70to1050-CE205060-Core3-S1
short samplename	FPS_ISTD_Post_Rg70to1050-CE102040--ISTD	FPS_ISTD_Pre_Rg70to1050-CE102040--ISTD	FPS_LW3-Btm-WaterEx_4_Rg70to1050-CE102040-Core4-ISTD	FPS_ExCtrl-WaterEx_3_Rg70to1050-CE102040-ExCtrl-ISTD	FPS_LW3-Top-MeOHEx_1_Rg70to1050-CE102040-Core1-ISTD	FPS_LW3-Top-MeOHEx_2_Rg70to1050-CE205060-Core2-ISTD	FPS_LW3-Mid-MeOHEx_2_Rg70to1050-CE205060-Core2-ISTD	FPS_LW3-Btm-MeOHEx_3_Rg70to1050-CE102040-Core3-ISTD	FPS_LW3-Btm-WaterEx_1_Rg70to1050-CE102040-Core1-ISTD	FPS_LW3-Btm-WaterEx_2_Rg70to1050-CE102040-Core2-ISTD	FPS_LW3-Top-WaterEx_3_Rg70to1050-CE205060-Core3-ISTD	FPS_LW3-Mid-WaterEx_3_Rg70to1050-CE205060-Core3-ISTD	NEG_ExCtrl-MeOHEx_1_Rg70to1050-CE102040-ExCtrl-S1	NEG_ExCtrl-MeOHEx_2_Rg70to1050-CE102040-ExCtrl-S1	NEG_ExCtrl-MeOHEx_3_Rg70to1050-CE205060-ExCtrl-S1	NEG_ExCtrl-WaterEx_1_Rg70to1050-CE102040-ExCtrl-S1	NEG_ExCtrl-WaterEx_2_Rg70to1050-CE102040-ExCtrl-S1	NEG_ExCtrl-WaterEx_3_Rg70to1050-CE102040-ExCtrl-S1	NEG_LW3-Btm-MeOHEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Btm-MeOHEx_2_Rg70to1050-CE205060-Core2-S1	NEG_LW3-Btm-MeOHEx_3_Rg70to1050-CE102040-Core3-S1	NEG_LW3-Btm-MeOHEx_4_Rg70to1050-CE205060-Core4-S1	NEG_LW3-Btm-WaterEx_4_Rg70to1050-CE102040-Core4-S1	NEG_LW3-Btm-WaterEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Btm-WaterEx_2_Rg70to1050-CE102040-Core2-S1	NEG_LW3-Btm-WaterEx_3_Rg70to1050-CE205060-Core3-S1	NEG_LW3-Mid-MeOHEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Mid-MeOHEx_2_Rg70to1050-CE205060-Core2-S1	NEG_LW3-Mid-MeOHEx_3_Rg70to1050-CE102040-Core3-S1	NEG_LW3-Mid-MeOHEx_4_Rg70to1050-CE102040-Core4-S1	NEG_LW3-Mid-WaterEx_4_Rg70to1050-CE102040-Core4-S1	NEG_LW3-Mid-WaterEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Mid-WaterEx_2_Rg70to1050-CE102040-Core2-S1	NEG_LW3-Mid-WaterEx_3_Rg70to1050-CE205060-Core3-S1	NEG_LW3-Top-MeOHEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Top-MeOHEx_2_Rg70to1050-CE205060-Core2-S1	NEG_LW3-Top-MeOHEx_3_Rg70to1050-CE102040-Core3-S1	NEG_LW3-Top-MeOHEx_4_Rg70to1050-CE102040-Core4-S1	NEG_LW3-Top-WaterEx_4_Rg70to1050-CE102040-Core4-S1	NEG_LW3-Top-WaterEx_1_Rg70to1050-CE102040-Core1-S1	NEG_LW3-Top-WaterEx_2_Rg70to1050-CE102040-Core2-S1	NEG_LW3-Top-WaterEx_3_Rg70to1050-CE205060-Core3-S1
0000_thymine_U13C_15N_negative_M-H132p0465_1p25	5.613244800e+07	6.170452800e+07	6.182160400e+07	5.525774800e+07	5.805020400e+07	5.768756400e+07	5.314707200e+07	5.951837600e+07	5.800001600e+07	5.798838400e+07	6.038063600e+07	6.441688800e+07	5.136252000e+07	5.286254400e+07	4.935094000e+07	5.495642000e+07	5.294128000e+07	5.435449600e+07	1.001180400e+07	8.851239000e+06	9.340769000e+06	8.581033000e+06	3.210165800e+07	4.731552000e+07	3.994904800e+07		1.031488900e+07	9.925483000e+06	8.212541000e+06	7.160840500e+06	3.193169200e+07	3.728439200e+07	3.712244800e+07	3.436994000e+07	9.424281000e+06	1.864733000e+07	1.223669500e+07	1.342287800e+07	3.520409200e+07	3.008535000e+07	3.912632800e+07	3.372112000e+07
0001_thymine_unlabeled_negative_M-H125p0357_1p25	6.304230957e+03	8.803401367e+03			6.708729492e+03	7.239905762e+03	5.248071289e+03		6.201767090e+03		3.524773926e+03		5.428871094e+03	1.155453809e+04	6.426828613e+03	9.424236719e+04	4.945804297e+04	1.367981445e+04	6.293899375e+05	5.322748125e+05	7.819528125e+05	2.076159500e+06	9.170444000e+06	1.672506000e+06	1.044724375e+06	2.745341500e+06	4.413260000e+06	1.713770375e+06	3.998177500e+06	7.869605500e+06	1.986552400e+07	9.355549000e+06	3.780591750e+06	1.195263300e+07	8.938404000e+06	1.740737750e+06	1.104630600e+07	1.064207800e+07	1.237986600e+07	1.860514600e+07	2.531885250e+06	2.288089600e+07
0002_uracil_U13C_15N_negative_M-H117p0275_1p38	5.596419200e+07	6.796125600e+07	5.891350400e+07	6.546997600e+07	6.303860400e+07	6.500941200e+07	5.815572400e+07	6.150458000e+07	6.458928800e+07	6.292487600e+07	6.103198800e+07	6.369598400e+07	5.531500400e+07	5.761554000e+07	5.256512000e+07	5.870548000e+07	5.580196000e+07	5.642574400e+07	1.531579300e+07	1.345043800e+07	1.456368200e+07	1.266136900e+07	3.411204400e+07	5.089713600e+07	4.344460400e+07	3.169624756e+03	1.419316800e+07	1.505717600e+07	1.237884500e+07	9.058369000e+06	2.984290600e+07	3.965084000e+07	4.137690000e+07	3.757854800e+07	1.063978900e+07	2.505972200e+07	1.394268000e+07	1.567242300e+07	3.558186800e+07	2.699773200e+07	4.303928400e+07	3.122897800e+07
